title,english_title,type,episodes,duration,source,season,genres,tags,score,start_date,country_of_origin,complete_duration
Dolls' Frontline,Girls’ Frontline,TV,12.0,25.0,VIDEO_GAME,WINTER,Action;Drama,Guns;Artificial Intelligence;War;Primarily Female Cast;Military;Female Protagonist;Robots;Conspiracy;Memory Manipulation;Amnesia,53.0,2022-01-08,JP,300.0
Hakozume: Kouban Joshi no Gyakushuu,Police in a Pod,TV,13.0,24.0,MANGA,WINTER,Comedy;Drama;Slice of Life,Police;Primarily Adult Cast;Work;Female Protagonist;Crime;Urban;Episodic;Seinen;Delinquents;Educational,68.0,2022-01-05,JP,312.0
Tensai Ouji no Akaji Kokka Saisei Jutsu,The Genius Prince's Guide to Raising a Nation Out of Debt,TV,12.0,24.0,LIGHT_NOVEL,WINTER,Comedy;Fantasy,Politics;Kingdom Management;Male Protagonist;Military;Economics;Heterosexual;War;Conspiracy;Royal Affairs;Religion,72.0,2022-01-11,JP,288.0
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Skeleton Knight in Another World,TV,12.0,24.0,LIGHT_NOVEL,SPRING,Action;Adventure;Comedy;Fantasy,Skeleton;Isekai;Male Protagonist;Magic;Slavery;Swordplay;Elf;Conspiracy;Ninja;Kemonomimi,70.0,2022-04-07,JP,288.0
SPY×FAMILY,SPY x FAMILY,TV,12.0,24.0,MANGA,SPRING,Action;Comedy;Slice of Life;Supernatural,Espionage;Family Life;Found Family;Fake Relationship;Assassins;Conspiracy;Shounen;Adoption;Male Protagonist;Female Protagonist,83.0,2022-04-09,JP,288.0
Little Witch Academia (TV),Little Witch Academia (TV),TV,25.0,24.0,ORIGINAL,WINTER,Comedy;Fantasy,Magic;Witch;School;Boarding School;Female Protagonist;Primarily Female Cast;Episodic;Cute Girls Doing Cute Things;Urban Fantasy;Primarily Teen Cast,77.0,2017-01-09,JP,600.0
Akiba Meido Sensou,Akiba Maid War,TV,12.0,24.0,ORIGINAL,FALL,Action;Comedy;Drama,Yakuza;Maids;Primarily Female Cast;Crime;Gangs;Female Protagonist;Work;Guns;Parody;Primarily Adult Cast,74.0,2022-10-07,JP,288.0
Mononogatari,Malevolent Spirits: Mononogatari,TV,12.0,24.0,MANGA,WINTER,Action;Supernatural,Youkai;Ensemble Cast;Found Family;Martial Arts;Heterosexual;Primarily Adult Cast;Urban Fantasy;Seinen;Shapeshifting;Urban,69.0,2023-01-10,JP,288.0
NieR:Automata Ver1.1a,NieR:Automata Ver1.1a,TV,12.0,24.0,VIDEO_GAME,WINTER,Action;Drama;Fantasy;Psychological;Sci-Fi,Artificial Intelligence;Robots;Lost Civilization;Post-Apocalyptic;Female Protagonist;Philosophy;Anthropomorphism;Aliens;Swordplay;CGI,73.0,2023-01-08,JP,288.0
Spy Kyoushitsu,Spy Classroom,TV,12.0,26.0,LIGHT_NOVEL,WINTER,Action;Comedy;Drama;Mystery,Espionage;Primarily Female Cast;Ensemble Cast;Crime;Achronological Order;Urban Fantasy;Guns;Female Protagonist;Cute Girls Doing Cute Things;Male Protagonist,61.0,2023-01-05,JP,312.0
"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",Tearmoon Empire,TV,12.0,24.0,LIGHT_NOVEL,FALL,Drama;Fantasy;Romance,Female Protagonist;Royal Affairs;Age Regression;Conspiracy;Ojou-sama;Shoujo;Politics;Villainess;Economics;School,71.0,2023-10-08,JP,288.0
Eizouken ni wa Te wo Dasu na!,Keep Your Hands Off Eizouken!,TV,12.0,25.0,MANGA,WINTER,Adventure;Comedy;Slice of Life,Drawing;School Club;Primarily Teen Cast;Primarily Female Cast;Female Protagonist;Otaku Culture;Urban;Cute Girls Doing Cute Things;Surreal Comedy;Coming of Age,80.0,2020-01-06,JP,300.0
Kimitachi wa Dou Ikiru ka,The Boy and the Heron,MOVIE,1.0,124.0,ORIGINAL,SUMMER,Adventure;Drama;Fantasy;Supernatural,Fairy Tale;Coming of Age;Animals;Isekai;Shapeshifting;Urban Fantasy;Anthropomorphism;Philosophy;Autobiographical;Male Protagonist,77.0,2023-07-14,JP,124.0
Kyuujitsu no Warumono-san,Mr. Villain's Day Off,TV,12.0,24.0,MANGA,WINTER,Comedy;Slice of Life,Male Protagonist;Iyashikei;Primarily Adult Cast;Monster Boy;Urban;Aliens;Animals;Shoujo;Tokusatsu;Konbini,71.0,2024-01-08,JP,288.0
Ore dake Level Up na Ken,Solo Leveling,TV,12.0,24.0,OTHER,WINTER,Action;Adventure;Fantasy,Dungeon;Male Protagonist;Urban Fantasy;Super Power;Magic;Necromancy;Cultivation;Survival;War;Gore,82.0,2024-01-07,JP,288.0
Jii-san Baa-san Wakagaeru,Grandpa and Grandma Turn Young Again,TV,11.0,24.0,MANGA,SPRING,Comedy;Fantasy;Romance;Slice of Life,Age Regression;Heterosexual;Family Life;Elderly Protagonist;Rural;Episodic;Primarily Adult Cast;Female Protagonist;Male Protagonist;Iyashikei,71.0,2024-04-07,JP,264.0
Yoru no Kurage wa Oyogenai,Jellyfish Can’t Swim in the Night,TV,12.0,24.0,ORIGINAL,SPRING,Drama;Music;Slice of Life,Female Protagonist;Primarily Female Cast;Primarily Teen Cast;Coming of Age;Drawing;Urban;Band;Idol;Cute Girls Doing Cute Things;Hikikomori,77.0,2024-04-07,JP,288.0
Nige Jouzu no Wakagimi,The Elusive Samurai,TV,12.0,24.0,MANGA,SUMMER,Action;Adventure;Supernatural,Historical;War;Samurai;Swordplay;Male Protagonist;Fugitive;Demons;Primarily Child Cast;Revenge;Urban Fantasy,77.0,2024-07-06,JP,288.0
NHK ni Youkoso!,Welcome to the N-H-K,TV,24.0,24.0,LIGHT_NOVEL,SUMMER,Comedy;Drama;Psychological;Romance;Slice of Life,Hikikomori;Rehabilitation;Male Protagonist;Otaku Culture;Conspiracy;Denpa;Philosophy;Suicide;Primarily Adult Cast;Coming of Age,82.0,2006-07-10,JP,576.0
Guimi Zhi Zhu,Lord of Mysteries,ONA,13.0,35.0,OTHER,SPRING,Action;Drama;Fantasy;Mystery;Supernatural;Thriller,Conspiracy;Male Protagonist;Magic;Religion;Cult;Gods;Cosmic Horror;Gore;Body Horror;Steampunk;Primarily Adult Cast;Tragedy;Lost Civilization;Isekai;Alchemy;Cultivation;Acting;Astronomy;Dissociative Identities;CGI;Espionage;Reincarnation;Guns;Angels;Anti-Hero;Episodic;Acrobatics;Gender Bending,84.0,2025-06-28,CN,455.0
Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghostfiles,TV,112.0,24.0,MANGA,FALL,Action;Adventure;Comedy;Supernatural,Coming of Age;Shounen;Demons;Philosophy;Super Power;Delinquents;Urban Fantasy;Martial Arts;Male Protagonist;Primarily Male Cast,82.0,1992-10-10,JP,2688.0
3-nen Z-gumi Ginpachi-sensei,GINTAMA - Mr. Ginpachi's Zany Class,TV,12.0,24.0,LIGHT_NOVEL,FALL,Comedy,School;Surreal Comedy;Parody;Aliens;Educational;Shounen,78.0,2025-10-07,JP,288.0
